userid,mtime,rating_star,comment,tokenized_comment,cleaned_comment
148895828,10/11/2020 18:51,5,Giống với mô tả Xinh lắm ạ mình rất thích sẽ tiếp tục ủng hộ shop,Giống với mô_tả Xinh lắm ạ mình rất thích sẽ tiếp_tục ủng_hộ shop,Giống mô_tả Xinh lắm ạ rất thích tiếp_tục ủng_hộ shop
74540358,08/10/2020 11:33,5,"Đóng gói rất kỹ lưỡng, rất hài lòng về sản phẩm bên shop","Đóng_gói rất kỹ_lưỡng , rất hài_lòng về sản_phẩm bên shop","Đóng_gói rất kỹ_lưỡng , rất hài_lòng về sản_phẩm bên shop"
59831153,08/10/2020 12:47,5,Mùi lúc đầu nồng và gắt lại giồng mấy chai nước hoa bth mình hay mua. Sau lúc thì còn lại mùi thoang thoảng dịu nhẹ khá thích nhưng mùi lavender thì k rõ ràng lắm,Mùi lúc đầu nồng và gắt lại giồng mấy chai nước_hoa bth mình hay mua . Sau lúc thì còn lại mùi thoang_thoảng dịu nhẹ khá thích nhưng mùi lavender thì k rõ_ràng lắm,Mùi đầu nồng gắt lại giồng mấy chai nước_hoa bth mua . Sau thì còn lại mùi thoang_thoảng dịu nhẹ khá thích mùi lavender thì k rõ_ràng lắm
166109852,11/10/2020 15:18,5,Tìm cạ mua chung gương tai mèo. Có hai màu. Hồng. Trắng. Giá gốc kc e cần bạn mua chung rồi chia ship nhaa,Tìm cạ mua chung gương tai mèo . Có hai màu . Hồng . Trắng . Giá gốc kc e cần bạn mua chung rồi chia ship nhaa,Tìm cạ mua chung gương tai mèo . Có hai màu . Hồng . Trắng . Giá gốc kc e cần mua chung rồi chia ship nhaa
263234516,29/11/2020 13:00,4,"Giao hàng nhanh, đóng gói cẩn thận mùi hương cực kì thơm","Giao hàng nhanh , đóng_gói cẩn_thận mùi hương cực_kì thơm","Giao hàng nhanh , đóng_gói cẩn_thận mùi hương cực_kì thơm"
46219917,11/11/2020 16:46,5,"Mùi thơm nhẹ, không nồng, oke lắm nha","Mùi thơm nhẹ , không nồng , oke lắm nha","Mùi thơm nhẹ , nồng , oke lắm nha"
102309909,09/11/2020 22:46,5,aakaakakakkakakaakakakkaakakkakakkakakakakaakakakakakakkaakkakakakakakaka,aakaakakakkakakaakakakkaakakkakakkakakakakaakakakakakakkaakkakakakakakaka,aakaakakakkakakaakakakkaakakkakakkakakakakaakakakakakakkaakkakakakakakaka
175218870,01/11/2020 07:57,5,Tuyệt vời bán cakcmdnqknxcnanxbah cncakxndnddnxnxnnxbcns,Tuyệt_vời bán cakcmdnqknxcnanxbah cncakxndnddnxnxnnxbcns,Tuyệt_vời bán cakcmdnqknxcnanxbah cncakxndnddnxnxnnxbcns
28482147,29/09/2020 20:43,5,Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm đẹp và chắc chắn.,Chất_lượng sản_phẩm tuyệt_vời . Đóng_gói sản_phẩm đẹp và chắc_chắn .,Chất_lượng sản_phẩm tuyệt_vời . Đóng_gói sản_phẩm đẹp chắc_chắn .
111096906,09/11/2020 09:25,5,Mùi đào.tuy nhiên thì mùi này mình cũng ko đc thích lắm,Mùi đào . tuy_nhiên thì mùi này mình cũng ko đc thích lắm,Mùi đào . tuy_nhiên thì mùi ko đc thích lắm
129540393,01/12/2020 16:50,3,Mùi đào khó gửi lắm,Mùi đào khó gửi lắm,Mùi đào khó gửi lắm
54102165,17/09/2020 17:41,5,"Chua dung neen chua biet,đc tặng kèm gói màu hồng kia kb là, nt là túi thơm","Chua dung neen chua biet , đc tặng kèm gói màu hồng kia kb là , nt là túi thơm","Chua dung neen chua biet , đc tặng kèm gói màu hồng kia kb , nt túi thơm"
52669488,30/08/2020 11:09,5,Gọi điện kêu hết hàng muốn đổi thành mùi bưởi nhưng mà vẫn giao mùi đào D cám ơn shop đã cố gắng nhé.,Gọi điện kêu hết hàng muốn đổi thành mùi bưởi nhưng mà vẫn giao mùi đào D cám_ơn shop đã cố_gắng nhé .,Gọi điện kêu hết hàng muốn đổi thành mùi bưởi vẫn giao mùi đào D cám_ơn shop cố_gắng nhé .
131390446,12/11/2020 21:49,5,"Hương hoa hồng thì thơm lâu nhưng hơi gắt, còn hương đào thì thơm ngọt như lại kh bám mùi lâu","Hương_hoa_hồng thì thơm lâu nhưng hơi gắt , còn hương đào thì thơm ngọt như lại kh bám mùi lâu","Hương_hoa_hồng thì thơm lâu hơi gắt , còn hương đào thì thơm ngọt như lại kh bám mùi lâu"
204848308,24/11/2020 16:08,3,mik thấy hương lavender như mùi của nam í ko ưng í lắm còn mùi đào cx tạm tạm,mik thấy hương lavender như mùi của nam í ko ưng í lắm còn mùi đào cx tạm tạm,mik thấy hương lavender như mùi nam í ko ưng í lắm còn mùi đào cx tạm tạm
252532789,04/10/2020 19:35,5,"Đồ về được đóng gói cẩn thận lắm ạ. Hàng xinh xắn, chưa dùng nên chưa biết chất lượng sao. Còn được tặng quà nho nhỏ","Đồ về được đóng_gói cẩn_thận lắm ạ . Hàng xinh_xắn , chưa dùng nên chưa biết chất_lượng sao . Còn được tặng quà nho_nhỏ","Đồ về đóng_gói cẩn_thận lắm ạ . Hàng xinh_xắn , dùng biết chất_lượng sao . Còn tặng quà nho_nhỏ"
49997490,06/11/2020 10:31,5,Mùi đào cực thơm,Mùi đào cực thơm,Mùi đào cực thơm
5642739,13/08/2020 10:22,5,"Đã nhận dc hàng, nhưng biết chất lượng thế nào. Nhờ ng nhận dùm, hàng giao nhanh, giá rẻ hơn chỗ khác.","Đã nhận dc hàng , nhưng biết chất_lượng thế_nào . Nhờ ng nhận dùm , hàng giao nhanh , giá rẻ hơn chỗ khác .","Đã nhận dc hàng , biết chất_lượng thế_nào . Nhờ ng nhận dùm , hàng giao nhanh , giá rẻ hơn chỗ khác ."
19239446,13/10/2020 17:56,4,Mùi hoa hồng k rõ mà hắc quá toàn mùi cồn. Đánh giá vì đóng gói hàng cẩn thận,Mùi hoa_hồng k rõ mà hắc quá toàn mùi cồn . Đánh_giá vì đóng_gói hàng cẩn_thận,Mùi hoa_hồng k rõ hắc quá toàn mùi cồn . Đánh_giá đóng_gói hàng cẩn_thận
78526164,05/09/2020 11:09,5,"Mùi đào rất thơm và hương khá dai, mình xịt vào áo tầm tiếng thì bay mùi dần. Packaging siêu yêu","Mùi đào rất thơm và hương khá dai , mình xịt vào áo tầm tiếng thì bay mùi dần . Packaging siêu yêu","Mùi đào rất thơm hương khá dai , xịt vào áo tầm tiếng thì bay mùi dần . Packaging siêu yêu"
180764757,08/10/2020 16:58,5,Hương nước hoa thơm. Nhưng hương hoa hồng kh đc thơm như mình nghĩ,Hương nước_hoa thơm . Nhưng hương_hoa_hồng kh đc thơm như mình nghĩ,Hương nước_hoa thơm . Nhưng hương_hoa_hồng kh đc thơm như nghĩ
161108023,07/09/2020 21:04,5,chai đào ban đầu thấy mùi cồn hơi nồng nhưng bay đi rất nhanh còn mùi đào thơm kinh khủng,chai đào ban_đầu thấy mùi cồn hơi nồng nhưng bay đi rất nhanh còn mùi đào thơm kinh_khủng,chai đào ban_đầu thấy mùi cồn hơi nồng bay đi rất nhanh còn mùi đào thơm kinh_khủng
115645094,05/09/2020 06:52,5,"Rất thích mùi này, giờ mình mới biết là mùi bưởi thơm như vậy, sẽ mua tiếp","Rất thích mùi này , giờ mình mới biết là mùi bưởi thơm như_vậy , sẽ mua tiếp","Rất thích mùi , giờ mới biết mùi bưởi thơm như_vậy , mua tiếp"
102782461,02/10/2020 12:12,5,Thơm mùi đào. Cả chai đều thơm lắm ạ. Giao hàng siêu nhanh luôn ý,Thơm mùi đào . Cả chai đều thơm lắm ạ . Giao hàng siêu nhanh luôn ý,Thơm mùi đào . Cả chai đều thơm lắm ạ . Giao hàng siêu nhanh luôn ý
78221781,12/10/2020 17:21,5,Chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chất lượng shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh và ổn định,Chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chất_lượng shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh và ổn_định,Chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chất_lượng shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh ổn_định
302916911,24/10/2020 19:26,5,"Xịt khá thơm, mùi dịu nhẹ, Shop đáng yêu tặng kèm dây buột tóc nữa cơ. giao hàng nhanh,shipper dễ thương, sẽ ủng hộ shop lần sau ạ","Xịt khá thơm , mùi dịu nhẹ , Shop đáng yêu tặng kèm dây buột tóc nữa cơ . giao hàng nhanh , shipper dễ_thương , sẽ ủng_hộ shop lần sau ạ","Xịt khá thơm , mùi dịu nhẹ , Shop đáng yêu tặng kèm dây buột tóc nữa cơ . giao hàng nhanh , shipper dễ_thương , ủng_hộ shop lần sau ạ"
254325235,19/10/2020 12:00,3,Son ok nhưng nước hoa mùi hoa Hồng như có bỏ rượu cồn v xịt lên người muốn ngủ lun,Son_ok nhưng nước_hoa mùi hoa Hồng như có bỏ rượu_cồn v xịt lên người muốn ngủ lun,Son_ok nước_hoa mùi hoa Hồng như bỏ rượu_cồn v xịt lên người muốn ngủ lun
113086969,02/09/2020 23:41,5,Kiểu hương mình thích.e nó khá đa di năng.giá cả hợp lí,Kiểu hương mình thích . e nó khá đa di_năng . giá_cả hợp_lí,Kiểu hương thích . e nó khá đa di_năng . giá_cả hợp_lí
163640384,01/11/2020 15:00,5,Mùi bưởi mình thấy hơi hắc nhưng dùng lượng nhỏ thì rất thơm,Mùi bưởi mình thấy hơi hắc nhưng dùng lượng nhỏ thì rất thơm,Mùi bưởi thấy hơi hắc dùng lượng nhỏ thì rất thơm
71808536,23/12/2020 17:24,1,Không nhận được hàng,Không nhận được hàng,Không nhận hàng
67757776,25/09/2020 13:03,2,Lọ trắng thì thơm còn lọ hồng k khác gì đổ nước lã vào trong.,Lọ trắng thì thơm còn lọ hồng k khác gì đổ nước_lã vào trong .,Lọ trắng thì thơm còn lọ hồng k khác gì đổ nước_lã vào .
274190631,25/10/2020 22:01,3,Mùi hoa hồng hơi hắc. Còn mùi lavender thì hợp với con trai hơn vì nó hệt mùi xmen á. Có quà nhỏ nhỏ xinh xinh,Mùi hoa_hồng hơi hắc . Còn mùi lavender thì hợp với con_trai hơn vì nó hệt mùi xmen á . Có quà nhỏ nhỏ xinh_xinh,Mùi hoa_hồng hơi hắc . Còn mùi lavender thì hợp con_trai hơn nó hệt mùi xmen á . Có quà nhỏ nhỏ xinh_xinh
218929671,03/09/2020 13:15,5,"Rất là ok ạ, hàng đẹp hài lòng, như ảnh, shipper dễ thương dễ chịu","Rất là ok ạ , hàng đẹp hài_lòng , như ảnh , shipper dễ_thương dễ_chịu","Rất ok ạ , hàng đẹp hài_lòng , như ảnh , shipper dễ_thương dễ_chịu"
9668567,01/09/2020 11:55,4,Giao hàng nhanh. Giá thành phù hợp vs sp. Mùi bay nhanh nhưng thơm như ice đào,Giao hàng nhanh . Giá_thành phù_hợp vs sp . Mùi bay nhanh nhưng thơm như ice đào,Giao hàng nhanh . Giá_thành phù_hợp vs sp . Mùi bay nhanh thơm như ice đào
233421074,03/10/2020 21:17,5,"Đóng gói chắc chắn, giao hàng nhanh, son màu rất đẹp.nước hoa lại thơm, còn có quà nữa.yêu shop nhìu","Đóng_gói chắc_chắn , giao hàng nhanh , son màu rất đẹp . nước_hoa lại thơm , còn có quà nữa . yêu shop nhìu","Đóng_gói chắc_chắn , giao hàng nhanh , son màu rất đẹp . nước_hoa lại thơm , còn quà nữa . yêu shop nhìu"
126873682,25/10/2020 13:49,5,Thơm lắm re nữa ah,Thơm lắm re nữa ah,Thơm lắm re nữa ah
40400347,22/10/2020 21:36,5,"Thơm ơi là thơm luôn nè em siêu thích luôn, lần sau sẽ ủng hộ shop nữa ạ","Thơm ơi là thơm luôn nè em siêu thích luôn , lần sau sẽ ủng_hộ shop nữa ạ","Thơm ơi thơm luôn nè em siêu thích luôn , lần sau ủng_hộ shop nữa ạ"
11305018,15/07/2020 00:28,5,Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn. Rất đáng tiền.,Chất_lượng sản_phẩm tuyệt_vời . Đóng_gói sản_phẩm rất đẹp và chắc_chắn . Rất đáng tiền .,Chất_lượng sản_phẩm tuyệt_vời . Đóng_gói sản_phẩm rất đẹp chắc_chắn . Rất đáng tiền .
197030897,08/10/2020 16:52,5,Gsshheehegueieeheyueiegegeusidhdvdveyueebeveheidodnddieiehebevrgevdgr,Gsshheehegueieeheyueiegegeusidhdvdveyueebeveheidodnddieiehebevrgevdgr,Gsshheehegueieeheyueiegegeusidhdvdveyueebeveheidodnddieiehebevrgevdgr
343059380,29/11/2020 19:07,5,Cực thơm,Cực thơm,Cực thơm
32246015,04/11/2020 02:28,4,"Hình thức đẹp, mùi thơm nhưng bay hơi hơi nhanh","Hình_thức đẹp , mùi thơm nhưng bay_hơi hơi nhanh","Hình_thức đẹp , mùi thơm bay_hơi hơi nhanh"
83871772,26/10/2020 12:08,5,Xinh xỉu mn ạ chỉ xịt phòng lưu hương k lâu mấy nhưng rẻ nên oke ạ,Xinh xỉu mn ạ chỉ xịt phòng lưu hương k lâu mấy nhưng rẻ nên oke ạ,Xinh xỉu mn ạ chỉ xịt phòng lưu hương k lâu mấy rẻ oke ạ
277904538,30/09/2020 16:59,5,"Mùi đào thì siu thơm nun ạ giống mùi trà đào ice tea á còn mùi bưởi thì hơi hắc xíu tuy nhiên dùng trong ngày nóng nực thì resh lắm nhaa, kiểu nó thoang thoảng mát mát mùi chanh bưởi á.","Mùi đào thì siu thơm nun ạ giống mùi trà đào ice tea á còn mùi bưởi thì hơi hắc xíu tuy_nhiên dùng trong ngày nóng_nực thì resh lắm nhaa , kiểu nó thoang_thoảng mát mát mùi chanh bưởi á .","Mùi đào thì siu thơm nun ạ giống mùi trà đào ice tea á còn mùi bưởi thì hơi hắc xíu tuy_nhiên dùng ngày nóng_nực thì resh lắm nhaa , kiểu nó thoang_thoảng mát mát mùi chanh bưởi á ."
64062061,03/10/2020 16:32,5,Mùi rất nhẹ ko gắt,Mùi rất nhẹ ko gắt,Mùi rất nhẹ ko gắt
259944158,08/10/2020 11:15,5,Sản phẩm okee thơm mùi dễ chịu nhưng giữ mùi không được lâu cho lắm ý dùng hết sẽ lại ủng hộ shop,Sản_phẩm okee thơm mùi dễ_chịu nhưng giữ mùi không được lâu cho lắm ý dùng hết sẽ lại ủng_hộ shop,Sản_phẩm okee thơm mùi dễ_chịu giữ mùi lâu cho lắm ý dùng hết lại ủng_hộ shop
67712849,05/10/2020 13:31,5,Giao đúng đủ sản phẩm. Giao hàng nhanh. Chất lượng so vs giá tiền.,Giao đúng đủ sản_phẩm . Giao hàng nhanh . Chất_lượng so vs giá tiền .,Giao đúng đủ sản_phẩm . Giao hàng nhanh . Chất_lượng so vs giá tiền .
157493246,07/08/2020 15:43,5,"Taking exams is inevitable or students, and it is really stressul","Taking exams is inevitable or students , and it is really stressul","Taking exams is inevitable or students , and it is really stressul"
92159486,01/09/2020 12:09,5,"Giao nhanh gói đẹp hàng nguyên tem mác, khá hài lòng","Giao nhanh gói đẹp hàng nguyên tem mác , khá hài_lòng","Giao nhanh gói đẹp hàng nguyên tem mác , khá hài_lòng"
198102519,22/10/2020 18:54,5,"Giao hàng nhanh, đủ hàng và đúng mẫu. Chưa sử dụng nên chưua biết hiệu quả","Giao hàng nhanh , đủ hàng và đúng mẫu . Chưa sử_dụng nên chưua biết hiệu_quả","Giao hàng nhanh , đủ hàng đúng mẫu . Chưa sử_dụng chưua biết hiệu_quả"
189069254,06/10/2020 14:43,5,"Mùi đào thơm, chất lượng sản phẩm rất okee, soạn và giao hàng nhanh.","Mùi đào thơm , chất_lượng sản_phẩm rất okee , soạn và giao hàng nhanh .","Mùi đào thơm , chất_lượng sản_phẩm rất okee , soạn giao hàng nhanh ."
130697058,17/07/2020 09:57,5,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp và chắc_chắn,Chất_lượng sản_phẩm tuyệt_vời Đóng_gói sản_phẩm rất đẹp chắc_chắn
159630355,19/10/2020 21:07,4,Cái bình sịt thơm kh giữ mùi lâu. Sáp màu xanh thì mùi rất hoá học,Cái bình sịt thơm kh giữ mùi lâu . Sáp màu xanh thì mùi rất hoá_học,Cái bình sịt thơm kh giữ mùi lâu . Sáp màu xanh thì mùi rất hoá_học
224598937,29/09/2020 22:14,5,"Mùi hương ngọt hơn tưởng tượng, giống hệt mùi Ice đào, hương thơm sau khoảng h thì bay hơi dần, cá nhân mình thì k thích mùi này lắm, kiểu hơi ngọt quá","Mùi hương ngọt hơn tưởng_tượng , giống_hệt mùi Ice đào , hương thơm sau khoảng h thì bay_hơi dần , cá_nhân mình thì k thích mùi này lắm , kiểu hơi ngọt quá","Mùi hương ngọt hơn tưởng_tượng , giống_hệt mùi Ice đào , hương thơm sau khoảng h thì bay_hơi dần , cá_nhân thì k thích mùi lắm , kiểu hơi ngọt quá"
242288105,18/11/2020 21:00,5,nước hoa hương đào thì thơm cực.,nước_hoa hương đào thì thơm cực .,nước_hoa hương đào thì thơm cực .
154097817,30/07/2020 10:54,5,"Chai xịt mùi bưởi thơm.nồng mùi lavender thì dịu hơn, với giá như i thì ko đòi hỏi gì hơn, nói chung là hài lòng","Chai xịt mùi bưởi thơm . nồng mùi lavender thì dịu hơn , với giá_như i thì ko đòi_hỏi gì hơn , nói_chung là hài_lòng","Chai xịt mùi bưởi thơm . nồng mùi lavender thì dịu hơn , giá_như i thì ko đòi_hỏi gì hơn , nói_chung hài_lòng"
197070301,24/11/2020 19:38,5,Thơm lắm nha,Thơm lắm nha,Thơm lắm nha
193102221,07/08/2020 13:39,3,không biết mọi người cảm thấy thế nào nhưng mình thấy mùi hắc lắm luôn ấy,không biết mọi người cảm_thấy thế_nào nhưng mình thấy mùi hắc lắm luôn ấy,biết mọi người cảm_thấy thế_nào thấy mùi hắc lắm luôn ấy
136714945,08/10/2020 08:46,5,Mùi thơm giá rẻ siêu thíchh,Mùi thơm giá rẻ siêu thíchh,Mùi thơm giá rẻ siêu thíchh
57196670,30/10/2020 19:05,5,"Mua ở shop này lần nào cũng ưng hết, hàng siêu xinh, giao đầy đủ","Mua ở shop này lần nào cũng ưng hết , hàng siêu xinh , giao đầy_đủ","Mua ở shop lần ưng hết , hàng siêu xinh , giao đầy_đủ"
300522691,13/10/2020 15:31,4,"Sản phẩm oke lắm mọi người ạ, có điều hương thơm phai nhanh, mà giá như thế này thì chẳng đòi hỏi gì nhiều","Sản_phẩm oke lắm mọi người ạ , có_điều hương thơm phai nhanh , mà giá_như thế này thì chẳng đòi_hỏi gì nhiều","Sản_phẩm oke lắm mọi người ạ , có_điều hương thơm phai nhanh , giá_như thế thì chẳng đòi_hỏi gì"
78999239,11/11/2020 12:57,5,"Hàng thơm đóng gói cẩn thận, nước xịt thơm body thì mùi nhanh hết","Hàng thơm đóng_gói cẩn_thận , nước xịt thơm body thì mùi nhanh hết","Hàng thơm đóng_gói cẩn_thận , nước xịt thơm body thì mùi nhanh hết"
284171832,28/09/2020 21:25,5,Đáng ieu thế nào í mn thơm thơm ngọt ngọt IG Vanh. ĐỈM.,Đáng ieu thế_nào í mn thơm thơm ngọt ngọt IG Vanh . ĐỈM .,Đáng ieu thế_nào í mn thơm thơm ngọt ngọt IG Vanh . ĐỈM .
327049623,04/11/2020 09:48,5,"Hương thơm, ko hắc cơ mà tiếc là tỏa hương ko đc lâu lắm nhưng mà ko sao","Hương thơm , ko hắc cơ_mà tiếc là tỏa hương ko đc lâu lắm nhưng mà ko sao","Hương thơm , ko hắc cơ_mà tiếc tỏa hương ko đc lâu lắm ko sao"
43296995,06/11/2020 12:11,5,Hàng tốt cực kì luonn.,Hàng tốt cực_kì luonn .,Hàng tốt cực_kì luonn .
181514293,18/09/2020 15:58,5,thơm tho,thơm_tho,thơm_tho
303646504,12/11/2020 16:10,5,Hàng oce nè,Hàng oce nè,Hàng oce nè
319599086,21/10/2020 22:54,5,Thơm lắm. Đúng mùi mình yêu thích,Thơm lắm . Đúng mùi mình yêu thích,Thơm lắm . Đúng mùi yêu thích
75074056,03/10/2020 21:48,5,Mùi thơm ngọt nhưng k thơm lau bay trong tính tắt,Mùi thơm ngọt nhưng k thơm lau bay trong tính tắt,Mùi thơm ngọt k thơm lau bay tính tắt
274190631,23/10/2020 07:48,5,Mùi thơm lắm nha. Còn đc tặng cả dây buộc tóc nữa,Mùi thơm lắm nha . Còn đc tặng cả dây buộc tóc nữa,Mùi thơm lắm nha . Còn đc tặng cả dây buộc tóc nữa
177997948,20/07/2020 18:35,5,Chai thiết kế xinh. Mùi khá nồng lúc mới xịt. Nhưng để lâu mùi sẽ dịu bớt. Phù hợp để xịt quần áo hoặc xịt phòng,Chai thiết_kế xinh . Mùi khá nồng lúc mới xịt . Nhưng để lâu mùi sẽ dịu bớt . Phù_hợp để xịt quần_áo hoặc xịt phòng,Chai thiết_kế xinh . Mùi khá nồng mới xịt . Nhưng để lâu mùi dịu bớt . Phù_hợp để xịt quần_áo hoặc xịt phòng
107203535,29/08/2020 14:49,5,Hàng giao nhanh y như hình rất ưng sẽ ủng hộ shopp,Hàng giao nhanh y_như hình rất ưng sẽ ủng_hộ shopp,Hàng giao nhanh y_như hình rất ưng ủng_hộ shopp
339097111,21/11/2020 00:59,5,Thơm và bao bì đẹp,Thơm và bao_bì đẹp,Thơm bao_bì đẹp
58716528,24/10/2020 08:22,5,mùi khá thơm,mùi khá thơm,mùi khá thơm
66392376,20/10/2020 17:22,1,Đặt lavender vs hoa hồng thì shop gửi bưởi vs hoa hồng,Đặt lavender vs hoa_hồng thì shop gửi bưởi vs hoa_hồng,Đặt lavender vs hoa_hồng thì shop gửi bưởi vs hoa_hồng
